output_path,stage,notebook_source,source_csv,source_run_id,source_schema_version,status,reason,caveat_required,model_level,hardware_status,material_model_status,propagation_power_label,visual_quality_status,pixelation_status,final_export_allowed,visualisation_type,caption_gate_key,recommended_action,interpolation_used,interpolation_label_present,units_present,colourbar_label_present,qa_label_visible,registry_schema_version,caption_text,caveat_text,caption_gate_export_allowed,warning_level
Publication_Study/outputs/csv/stage_d/corrected_vs_uncorrected_metrics.csv,through_sample,notebooks/lab_realism/05_through_sample_interface.ipynb,Publication_Study/outputs/csv/stage_d/corrected_vs_uncorrected_metrics.csv,unknown,1.0.0,diagnostic_allowed,Corrected-vs-uncorrected interface table is an ideal numerical diagnostic.,True,interface_model,diagnostic_only,not_applicable,not_applicable,diagnostic_only,not_applicable,False,diagnostic_csv,interface_correction,Use only with ideal_numerical_correction caveat.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Through-sample interface-correction diagnostic output.,Ideal numerical correction unless explicitly marked physically implemented.,False,amber
Publication_Study/outputs/csv/stage_d/*correction*.csv,through_sample,notebooks/lab_realism/05_through_sample_interface.ipynb,Publication_Study/outputs/csv/stage_d/corrected_vs_uncorrected_metrics.csv,unknown,1.0.0,diagnostic_allowed,Interface correction is an ideal numerical diagnostic unless physically implemented.,True,interface_model,diagnostic_only,not_applicable,not_applicable,diagnostic_only,not_applicable,False,diagnostic_csv,interface_correction,Use only with ideal_numerical_correction caveat.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Through-sample interface-correction diagnostic output.,Ideal numerical correction unless explicitly marked physically implemented.,False,amber
Publication_Study/outputs/csv/stage_e/NB_*,full_journey,notebooks/lab_realism/06_full_source_to_sample_journey.ipynb,Publication_Study/outputs/csv/stage_e/full_source_to_sample_journey_summary.csv,unknown,1.0.0,legacy_quarantined,NB full-journey compatibility output; canonical non-NB rows supersede it.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use full_source_to_sample_journey_summary.csv.,not_applicable,not_applicable,unknown,not_applicable,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/stage_e/full_source_to_sample_journey_summary.csv,full_journey,notebooks/lab_realism/06_full_source_to_sample_journey.ipynb,Publication_Study/outputs/csv/stage_e/full_source_to_sample_journey_summary.csv,unknown,1.0.0,final_export_allowed,Canonical full source-to-sample journey summary table.,True,lab_realistic,row_level,not_applicable,not_applicable,table_or_metadata,not_applicable,True,canonical_csv,lab_realism,Use registry gate before export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Lab-realism optical route output.,Scalar lab-realistic optical model; hardware route and plane labels shown.,True,amber
Publication_Study/outputs/csv/vector/vector_*.csv,vector,notebooks/vector/*.ipynb,Publication_Study/outputs/csv/vector/vector_*.csv,unknown,1.0.0,final_export_allowed,Canonical vector/Jones route CSV family with hardware-status columns.,True,vector_jones,row_level,not_applicable,row_level,table_or_metadata,not_applicable,True,canonical_csv,vector_current_lab,Use registry gate before export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Vector/Jones current-lab route output.,"Current lab Case 1 is a limited SOP-encoded approximation, not true radial/azimuthal vector-beam generation.",True,amber
Publication_Study/outputs/csv/vector/stage6_*,vector,notebooks/vector/*.ipynb,Publication_Study/outputs/csv/vector/vector_ideal_vs_lab_case1_summary.csv,unknown,1.0.0,diagnostic_allowed,Compatibility vector CSV family; canonical vector_* rows should drive final exports.,True,vector_jones,row_level,not_applicable,not_applicable,diagnostic_only,not_applicable,False,compatibility_csv,vector_current_lab,Use vector_* canonical rows for final export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Vector/Jones current-lab route output.,"Current lab Case 1 is a limited SOP-encoded approximation, not true radial/azimuthal vector-beam generation.",True,amber
Publication_Study/outputs/csv/materials/material_*.csv,materials,notebooks/materials/*.ipynb,Publication_Study/outputs/csv/materials/material_proxy_fluence_threshold_summary.csv,unknown,1.0.0,final_export_allowed,Canonical materials-proxy CSV family with calibration-status columns.,True,material_proxy,not_applicable,row_level,not_applicable,table_or_metadata,not_applicable,True,canonical_csv,materials_proxy,Use registry gate before export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Material-facing optical fluence output.,Planning proxy only; not calibrated material damage/modification prediction.,True,amber
Publication_Study/outputs/csv/materials/07_materials_design_table.csv,materials,notebooks/materials/03_application_design_tables.ipynb,Publication_Study/outputs/csv/materials/material_application_design_table.csv,unknown,1.0.0,diagnostic_allowed,Compatibility table retained for old path references.,True,material_proxy,not_applicable,planning_proxy,not_applicable,diagnostic_only,not_applicable,False,compatibility_csv,materials_proxy,Use material_application_design_table.csv for governed exports.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Material-facing optical fluence output.,Planning proxy only; not calibrated material damage/modification prediction.,True,amber
Publication_Study/outputs/csv/capsule/*.csv,capsule,notebooks/advanced/01_capsule_weld_feature_design.ipynb,Publication_Study/outputs/csv/capsule/capsule_weld_feature_design_summary.csv,unknown,1.0.0,final_export_allowed,Canonical capsule/weld-feature geometry-proxy CSV family.,True,geometry_proxy,not_applicable,planning_proxy,not_applicable,table_or_metadata,not_applicable,True,canonical_csv,capsule_proxy,Use registry gate before export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Capsule/weld-feature application-planning output.,Application-planning geometry proxy; not weld success prediction.,True,amber
Publication_Study/outputs/csv/advanced/*.csv,advanced,notebooks/advanced/02-03,Publication_Study/outputs/csv/advanced/*.csv,unknown,1.0.0,final_export_allowed,Canonical Stage 8 advanced-beam CSV family with propagation/hardware-status columns.,True,row_level,row_level,not_applicable,not_applicable,table_or_metadata,not_applicable,True,canonical_csv,advanced_hex_polygonal_discrete,Use registry gate before export.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Advanced hexagonal/polygonal/discrete N-fold optical output.,Focal-plane pattern is not automatically propagation-stable; stability requires accepted-depth metrics.,True,green
Publication_Study/outputs/figures/publication_study/sas_validation_*.png*,validation,notebooks/scalar/05_scalar_validation_suite.ipynb,Publication_Study/outputs/csv/publication_study/sas_validation_summary.csv,unknown,2.0.0,final_export_allowed,Canonical validation figures; resampling/retained-power caveat required.,True,validation,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,validation_figure,validation,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Validation/QA output.,"Validation output; numerical tolerance, retained-power, and resampling caveats must remain visible.",True,green
Publication_Study/outputs/figures/publication_study/03_sweep_*_heatmap.png*,scalar,notebooks/scalar/04_scalar_parameter_sweeps.ipynb,Publication_Study/outputs/csv/publication_study/03_sweep_*_publication.csv,unknown,2.0.0,final_export_allowed,Scalar sweep heatmap family; failed/marginal cells must remain visible.,True,scalar_paraxial,not_applicable,not_applicable,row_level,caption_gated,review_at_manuscript_size,True,heatmap,scalar_publication_preset,Use registry gate before export.,yes,review_required,yes,yes,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/radial_profile_overlay.png*,scalar,notebooks/publication_exports/03_report_export.ipynb,Publication_Study/outputs/csv/publication_study/scalar_shortlist_realistic_summary_publication.csv,unknown,2.0.0,final_export_allowed,Lab-facing scalar radial-profile comparison with shared caveat requirement.,True,scalar_paraxial,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,line_plot,scalar_publication_preset,Use registry gate before export.,yes,review_required,yes,not_applicable,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/axial_xz_traces.png*,scalar,notebooks/publication_exports/03_report_export.ipynb,Publication_Study/outputs/csv/publication_study/scalar_shortlist_realistic_summary_publication.csv,unknown,2.0.0,final_export_allowed,Scalar XZ/axial trace comparison; display normalization caveat required.,True,scalar_paraxial,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,xz_trace_figure,scalar_publication_preset,Use registry gate before export.,yes,review_required,yes,yes,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/shortlist_lab_comparison.png*,scalar,notebooks/publication_exports/03_report_export.ipynb,Publication_Study/outputs/csv/publication_study/scalar_shortlist_realistic_summary_publication.csv,unknown,2.0.0,final_export_allowed,Scalar shortlist comparison; hardware/power QA labels must stay visible.,True,scalar_paraxial,not_applicable,not_applicable,row_level,caption_gated,review_at_manuscript_size,True,comparison_figure,scalar_publication_preset,Use registry gate before export.,no,not_applicable,yes,not_applicable,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/vortex_charge_*.png*,scalar,notebooks/publication_exports/03_report_export.ipynb,Publication_Study/outputs/csv/publication_study/vortex_charge_sweep.csv,unknown,2.0.0,final_export_allowed,Vortex charge comparison figure family; charge/ring caveats required.,True,scalar_paraxial,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,comparison_figure,scalar_publication_preset,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/ell_family_scaling.png*,scalar,notebooks/scalar/04_scalar_parameter_sweeps.ipynb,Publication_Study/outputs/csv/publication_study/ell_family_comparison.csv,unknown,2.0.0,final_export_allowed,Charge-family scaling plot with scalar/vortex metric labels.,True,scalar_paraxial,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,line_plot,scalar_publication_preset,Use registry gate before export.,unknown,unknown,yes,not_applicable,yes,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/publication_study/ell*_diagnostics.png*,scalar,notebooks/scalar/02_scalar_ideal_vs_lab_diagnostics.ipynb,Publication_Study/outputs/csv/publication_study/ell*_summary.csv,unknown,2.0.0,diagnostic_allowed,Fast/detail diagnostic figure; not the final paper figure without review.,True,scalar_paraxial,not_applicable,not_applicable,row_level,diagnostic_only,acceptable,False,diagnostic_figure,scalar_fast_preset,Use only as diagnostic or regenerate under publication preset.,unknown,unknown,yes,yes,review_required,1.0.0,Scalar Bessel/vortex diagnostic fast-preset output.,Diagnostic fast preset; not publication-grade where propagation_power_label is fail.,False,amber
Publication_Study/outputs/figures/publication_study/ell*_plane_montage.png*,scalar,notebooks/scalar/02_scalar_ideal_vs_lab_diagnostics.ipynb,Publication_Study/outputs/csv/publication_study/ell*_summary.csv,unknown,2.0.0,diagnostic_allowed,Plane montage is useful for review but needs normalization/scale review before paper export.,True,scalar_paraxial,not_applicable,not_applicable,not_applicable,diagnostic_only,acceptable,False,plane_montage,scalar_fast_preset,Use only as diagnostic or regenerate with shared scale labels.,yes,review_required,yes,review_required,review_required,1.0.0,Scalar Bessel/vortex diagnostic fast-preset output.,Diagnostic fast preset; not publication-grade where propagation_power_label is fail.,False,amber
Publication_Study/outputs/figures/publication_study/*.png*,scalar_or_compatibility,notebooks/scalar and publication_exports,Publication_Study/outputs/csv/publication_study/*.csv,unknown,2.0.0,diagnostic_allowed,Publication-study figure not explicitly allow-listed; useful for review but blocked from final export.,True,mixed,not_applicable,not_applicable,not_applicable,diagnostic_only,review_at_manuscript_size,False,publication_study_diagnostic_figure,diagnostic_legacy,Add a specific registry allow-list entry before final export.,unknown,review_required,unknown,unknown,review_required,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/publication_study/*.csv,scalar_or_compatibility,notebooks/scalar and publication_exports,Publication_Study/outputs/csv/publication_study/*.csv,unknown,2.0.0,diagnostic_allowed,"Publication-study CSV not explicitly allow-listed; may be compatibility, atlas, or diagnostic output.",True,mixed,not_applicable,not_applicable,not_applicable,table_or_metadata,not_applicable,False,publication_study_diagnostic_csv,scalar_publication_preset,Use only if a final-export allow-list entry exists or is added.,not_applicable,not_applicable,unknown,not_applicable,review_required,1.0.0,Scalar Bessel/vortex publication-preset output.,"Publication preset, but fail/marginal propagation-power labels remain visible and must not be hidden.",True,green
Publication_Study/outputs/figures/stage_c/*.png*,lab_realism,notebooks/lab_realism/01-04,Publication_Study/outputs/csv/stage_c/*.csv,unknown,1.0.0,final_export_allowed,Current lab-realism figure family; route and plane labels required.,True,lab_realistic,row_level,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,lab_realism_figure,lab_realism,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Lab-realism optical route output.,Scalar lab-realistic optical model; hardware route and plane labels shown.,True,amber
Publication_Study/outputs/figures/stage_d/NB_*,through_sample,notebooks/lab_realism/05_through_sample_interface.ipynb,Publication_Study/outputs/csv/stage_d/through_sample_summary.csv,unknown,1.0.0,legacy_quarantined,NB through-sample figures are compatibility copies.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Use non-NB through-sample figures.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/stage_d/through_sample_*.png*,through_sample,notebooks/lab_realism/05_through_sample_interface.ipynb,Publication_Study/outputs/csv/stage_d/through_sample_summary.csv,unknown,1.0.0,final_export_allowed,Through-sample figure family with planar scalar interface caveat.,True,interface_model,not_applicable,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,through_sample_figure,lab_realism,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Lab-realism optical route output.,Scalar lab-realistic optical model; hardware route and plane labels shown.,True,amber
Publication_Study/outputs/figures/stage_e/NB_*,full_journey,notebooks/lab_realism/06_full_source_to_sample_journey.ipynb,Publication_Study/outputs/csv/stage_e/full_source_to_sample_journey_summary.csv,unknown,1.0.0,legacy_quarantined,NB full-journey figures are compatibility copies.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Use non-NB full-source-to-sample figures.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/stage_e/full_source_to_sample_journey_*.png*,full_journey,notebooks/lab_realism/06_full_source_to_sample_journey.ipynb,Publication_Study/outputs/csv/stage_e/full_source_to_sample_journey_summary.csv,unknown,1.0.0,final_export_allowed,Full source-to-sample figure family with route and plane labels.,True,lab_realistic,row_level,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,full_journey_figure,lab_realism,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Lab-realism optical route output.,Scalar lab-realistic optical model; hardware route and plane labels shown.,True,amber
Publication_Study/outputs/figures/vector/*.png*,vector,notebooks/vector/*.ipynb,Publication_Study/outputs/csv/vector/vector_*.csv,unknown,1.0.0,final_export_allowed,Canonical vector figure family with Case-1 caveat requirement.,True,vector_jones,row_level,not_applicable,not_applicable,caption_gated,review_at_manuscript_size,True,vector_figure,vector_current_lab,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Vector/Jones current-lab route output.,"Current lab Case 1 is a limited SOP-encoded approximation, not true radial/azimuthal vector-beam generation.",True,amber
Publication_Study/outputs/figures/capsule/*.png*,capsule,notebooks/advanced/01_capsule_weld_feature_design.ipynb,Publication_Study/outputs/csv/capsule/*.csv,unknown,1.0.0,final_export_allowed,Future canonical capsule figure family; proxy caveat required.,True,geometry_proxy,not_applicable,planning_proxy,not_applicable,caption_gated,review_at_manuscript_size,True,capsule_proxy_figure,capsule_proxy,Use registry gate before export.,unknown,unknown,yes,yes,yes,1.0.0,Capsule/weld-feature application-planning output.,Application-planning geometry proxy; not weld success prediction.,True,amber
Publication_Study/outputs/figures/stage9_capsule/*.png*,capsule,notebooks/advanced/01_capsule_weld_feature_design.ipynb,Publication_Study/outputs/csv/capsule/*.csv,unknown,1.0.0,diagnostic_allowed,Old Stage 9 path retained for review; canonical capsule figures should be regenerated under capsule/ before final export.,True,geometry_proxy,not_applicable,planning_proxy,not_applicable,diagnostic_only,review_at_manuscript_size,False,capsule_proxy_figure,capsule_proxy,Regenerate or copy through governed capsule figure path before final export.,unknown,unknown,yes,yes,review_required,1.0.0,Capsule/weld-feature application-planning output.,Application-planning geometry proxy; not weld success prediction.,True,amber
Publication_Study/outputs/figures/interface_correction/*.png*,through_sample,notebooks/lab_realism/05_through_sample_interface.ipynb,Publication_Study/outputs/csv/stage_d/*correction*.csv,unknown,1.0.0,diagnostic_allowed,Interface-correction figures are diagnostic unless physically implemented.,True,interface_model,diagnostic_only,not_applicable,not_applicable,diagnostic_only,acceptable,False,diagnostic_figure,interface_correction,Use only with ideal_numerical_correction caveat.,unknown,unknown,yes,yes,yes,1.0.0,Through-sample interface-correction diagnostic output.,Ideal numerical correction unless explicitly marked physically implemented.,False,amber
Publication_Study/outputs/figures/polarized_train/*.png*,vector_advanced,legacy polarized train notebooks,Publication_Study/outputs/csv/polarized_train/*.csv,unknown,1.0.0,diagnostic_allowed,Polarized-train figures are route diagnostics and not current-lab radial/azimuthal proof.,True,vector_jones,diagnostic_only,not_applicable,not_applicable,diagnostic_only,review_at_manuscript_size,False,diagnostic_figure,vector_current_lab,Use only as diagnostic unless regenerated under canonical vector route.,unknown,unknown,yes,yes,review_required,1.0.0,Vector/Jones current-lab route output.,"Current lab Case 1 is a limited SOP-encoded approximation, not true radial/azimuthal vector-beam generation.",True,amber
Publication_Study/outputs/figures/stage_f/*,materials_legacy,old Stage F compatibility notebooks,Publication_Study/outputs/csv/materials/material_*.csv,unknown,1.0.0,legacy_quarantined,Old materials/capsule figures can imply calibrated material modification.,True,material_proxy,not_applicable,planning_proxy,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Use canonical materials/capsule CSVs and regenerate figures with proxy caveats.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/stage_h*/*,advanced_legacy,old advanced notebooks,Publication_Study/outputs/csv/advanced/*.csv,unknown,1.0.0,legacy_quarantined,Old hex/sixfold figures predate the Stage 8 canonical schema.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Use canonical advanced CSVs and regenerate figures under Stage 8 labels.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/stage10_discrete/*,advanced_legacy,old advanced discrete notebook,Publication_Study/outputs/csv/advanced/discrete_nfold_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Old discrete figures can overclaim nondiffracting or propagation-stable behavior.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,dense_or_compressed,False,legacy_figure,diagnostic_legacy,Regenerate from advanced/discrete_nfold_*.csv with propagation-status labels.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/polygonal_hex_ring/*,advanced_legacy,old polygonal hex-ring notebooks,Publication_Study/outputs/csv/advanced/hexagonal_polygonal_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Old polygonal figures predate the focal-plane/propagation-tested split.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Regenerate from canonical advanced CSVs.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/figures/hex_outline/*,advanced_legacy,old hollow-hex outline notebooks,Publication_Study/outputs/csv/advanced/hexagonal_polygonal_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Old hollow-outline figures can imply propagation-stable beams from focal-plane patterns.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_figure,diagnostic_legacy,Regenerate under Stage 8 propagation/focal-plane labels.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/stage_f/*,materials_legacy,old Stage F compatibility notebooks,Publication_Study/outputs/csv/materials/material_*.csv,unknown,1.0.0,legacy_quarantined,Superseded by canonical materials and capsule CSVs.,True,material_proxy,not_applicable,planning_proxy,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/materials or outputs/csv/capsule.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
